year,est,lwr,upr,log_est,se,se_natural,type,index,index_id,common_name,family,formula,min_depth,max_depth,min_latitude,max_latitude,anisotropy,knots,spatiotemporal1,spatiotemporal2,share_range
2003,36573.577723984,30155.4861470178,44357.6528997387,10.5070813385699,0.0984503759922103,30165.9727064554,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2004,35080.4002537645,28544.9795908486,43112.1163722554,10.4653978561635,0.105186373001335,28711.6022866494,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2005,45059.5900416941,37179.7818941885,54609.4288692669,10.715741115891,0.0980735984754428,37317.6623071269,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2006,32611.0116102704,26820.8068420034,39651.2336302912,10.3924052897763,0.0997324702599337,26774.7125903497,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2007,35541.6503852705,29706.992227757,42522.2756455468,10.4784605380326,0.091492912023479,29641.4114987261,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2008,40512.7248393549,33929.5615531822,48373.1825221699,10.6093713973105,0.090475877676027,33502.1981540756,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2009,46741.5532495411,39395.6557280336,55457.2010493285,10.7523888392382,0.087235281918332,39257.4891638569,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2010,56357.2994041128,47245.6186818684,67226.2377917327,10.9394670479752,0.089977084810395,47211.0972339825,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2011,58071.2367663757,48736.3747187752,69194.0785303699,10.9694257559932,0.0894122611247675,48150.2443558524,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2012,56187.6589666016,46532.9215249053,67845.5793594951,10.9364524204265,0.096194160230392,46275.5325839463,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2013,75684.9065738111,58660.1753805606,97650.6641162342,11.2343340347876,0.130011420867691,61432.0657909307,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2014,55364.5338298958,46892.3807185238,65367.3701192746,10.9216944841545,0.0847382922620559,46069.6543891487,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2015,44656.2361386898,38187.131574488,52221.2416553092,10.706749243712,0.0798460466023465,37089.9518294937,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2016,47643.4897914918,40168.2805374177,56509.81543503,10.7715012741762,0.0870772900573783,39352.0334231368,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2017,48627.9366593456,40863.169661803,57868.154705476,10.7919534731196,0.0887613422586579,40290.8798909619,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2018,34168.9946288362,28471.6012759037,41006.4816036019,10.4390739220495,0.0930688015055041,28113.3133089327,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2019,34546.7525515322,26559.0723641359,44936.7393368909,10.4500688320585,0.134156625938627,27767.8880733097,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2021,32051.5817877616,26420.3575769498,38883.0428242893,10.3751018148833,0.0985792106867384,26520.4177649794,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2022,51686.8061900705,41411.8362807505,64511.1681601937,10.8529578285092,0.113081572316947,42180.1606180017,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
2023,68612.5573443594,56908.3812109836,82723.8962900671,11.1362308486291,0.0954267239764676,56940.2417515262,index,Coastwide,1,arrowtooth flounder,delta_gamma,catch_weight ~ 0 + fyear + pass_scaled,-55,-1280,34,49,TRUE,500,iid,iid,FALSE
